WorldModelAgent,0.1,0.1,150
WorldModelAgent,0.1,0.1,110
WorldModelAgent,0.1,0.1,100
WorldModelAgent,0.1,0.1,190
WorldModelAgent,0.1,0.1,70
WorldModelAgent,0.1,0.1,70
WorldModelAgent,0.1,0.1,100
WorldModelAgent,0.1,0.1,150
WorldModelAgent,0.1,0.1,100
WorldModelAgent,0.1,0.1,160
WorldModelAgent,0.1,0.1,140
WorldModelAgent,0.1,0.1,120
WorldModelAgent,0.1,0.1,120
WorldModelAgent,0.1,0.1,170
WorldModelAgent,0.1,0.1,150
WorldModelAgent,0.1,0.1,110
WorldModelAgent,0.1,0.1,100
WorldModelAgent,0.1,0.1,120
WorldModelAgent,0.1,0.1,80
WorldModelAgent,0.1,0.1,150
WorldModelAgent,0.1,0.1,150
WorldModelAgent,0.1,0.1,90
WorldModelAgent,0.1,0.1,170
WorldModelAgent,0.1,0.1,120
WorldModelAgent,0.1,0.1,70
WorldModelAgent,0.1,0.1,140
WorldModelAgent,0.1,0.1,140
WorldModelAgent,0.1,0.1,110
WorldModelAgent,0.1,0.1,90
WorldModelAgent,0.1,0.1,60
WorldModelAgent,0.1,0.1,120
WorldModelAgent,0.1,0.1,100
WorldModelAgent,0.1,0.1,100
WorldModelAgent,0.1,0.1,120
WorldModelAgent,0.1,0.1,120
WorldModelAgent,0.1,0.1,120
WorldModelAgent,0.1,0.1,100
WorldModelAgent,0.1,0.1,140
WorldModelAgent,0.1,0.1,120
WorldModelAgent,0.1,0.1,140
WorldModelAgent,0.1,0.1,80
WorldModelAgent,0.1,0.1,130
WorldModelAgent,0.1,0.1,10
WorldModelAgent,0.1,0.1,160
WorldModelAgent,0.1,0.1,130
WorldModelAgent,0.1,0.1,110
WorldModelAgent,0.1,0.1,120
WorldModelAgent,0.1,0.1,80
WorldModelAgent,0.1,0.1,130
WorldModelAgent,0.1,0.1,80
WorldModelAgent,0.1,0.1,110
WorldModelAgent,0.1,0.1,150
WorldModelAgent,0.1,0.1,110
WorldModelAgent,0.1,0.1,90
WorldModelAgent,0.1,0.1,130
WorldModelAgent,0.1,0.1,130
WorldModelAgent,0.1,0.1,130
WorldModelAgent,0.1,0.1,140
WorldModelAgent,0.1,0.1,100
WorldModelAgent,0.1,0.1,100
WorldModelAgent,0.1,0.1,100
WorldModelAgent,0.1,0.1,50
WorldModelAgent,0.1,0.1,170
WorldModelAgent,0.1,0.1,130
WorldModelAgent,0.1,0.1,100
WorldModelAgent,0.1,0.1,150
WorldModelAgent,0.1,0.1,130
WorldModelAgent,0.1,0.1,100
WorldModelAgent,0.1,0.1,100
WorldModelAgent,0.1,0.1,110
WorldModelAgent,0.1,0.1,120
WorldModelAgent,0.1,0.1,80
WorldModelAgent,0.1,0.1,130
WorldModelAgent,0.1,0.1,110
WorldModelAgent,0.1,0.1,130
WorldModelAgent,0.1,0.1,170
WorldModelAgent,0.1,0.1,110
WorldModelAgent,0.1,0.1,130
WorldModelAgent,0.1,0.1,160
WorldModelAgent,0.1,0.1,100
WorldModelAgent,0.1,0.1,0
WorldModelAgent,0.1,0.1,110
WorldModelAgent,0.1,0.1,130
WorldModelAgent,0.1,0.1,110
WorldModelAgent,0.1,0.1,130
WorldModelAgent,0.1,0.1,90
WorldModelAgent,0.1,0.1,120
WorldModelAgent,0.1,0.1,170
WorldModelAgent,0.1,0.1,140
WorldModelAgent,0.1,0.1,170
WorldModelAgent,0.1,0.1,110
WorldModelAgent,0.1,0.1,20
WorldModelAgent,0.1,0.1,140
WorldModelAgent,0.1,0.1,60
WorldModelAgent,0.1,0.1,160
WorldModelAgent,0.1,0.1,160
WorldModelAgent,0.1,0.1,100
WorldModelAgent,0.1,0.1,140
WorldModelAgent,0.1,0.1,160
WorldModelAgent,0.1,0.1,140
WorldModelAgent,0.1,0.2,120
WorldModelAgent,0.1,0.2,50
WorldModelAgent,0.1,0.2,10
WorldModelAgent,0.1,0.2,60
WorldModelAgent,0.1,0.2,60
WorldModelAgent,0.1,0.2,90
WorldModelAgent,0.1,0.2,20
WorldModelAgent,0.1,0.2,110
WorldModelAgent,0.1,0.2,80
WorldModelAgent,0.1,0.2,100
WorldModelAgent,0.1,0.2,140
WorldModelAgent,0.1,0.2,80
WorldModelAgent,0.1,0.2,40
